,0,1
671,TNC|1,NRG1|10_Q02297|10
672,TNC|1,NRG1|6_Q02297|6
673,TNC|1,PDGFB|1_P01127|1
674,TNC|1,PTN_P21246
675,TNC|1,TGFB1||LAP_P01137||LAP
676,TNC|1,TGFB2|A_P61812|1
677,TNC|1,TNFRSF11B_O00300
678,TNC|1,Wnt5a|1_P22725|1
679,VCAM1|1,BMP2_P12643
680,VCAM1|1,CXCL8|1_P10145|1
681,VCAM1|1,DLL1|1_O00548|1
682,VCAM1|1,DLL4_Q9NR61
683,VCAM1|1,FLT3LG|1_P49771|1
684,VCAM1|1,GPNMB|1_Q14956|1
685,VCAM1|1,HGF|1_P14210|1
686,VCAM1|1,IGF1|1_P05019|1
687,VCAM1|1,IL15|IL15S48AA_P40933|1
688,VCAM1|1,IL1B_P01584
689,VCAM1|1,JAG2|Long_Q9Y219|1
690,VCAM1|1,KITLG|1_P21583|1
691,VCAM1|1,NRG1|10_Q02297|10
692,VCAM1|1,Wnt5a|1_P22725|1
693,VTN,AREG_P15514
694,VTN,BMP2_P12643
695,VTN,DLL1|1_O00548|1
696,VTN,GPNMB|1_Q14956|1
697,VTN,IL15|IL15S48AA_P40933|1
698,VTN,JAG1|1_P78504|1
699,VTN,NRG1|10_Q02297|10
